,Unnamed: 0,marketplace,customer_id,review_id,product_id,product_parent,product_title,product_category,star_rating,helpful_votes,total_votes,vine,verified_purchase,review_headline,review_body,review_date,sentiment_score
2173049,2173173,US,14327824,RL6FFJBF6F70A,B000FFLHSY,985687682,Navitas Naturals Organic Goji Berries,Grocery,1.0,4.0,4.0,N,Y,These berries made me sick to my stomach.,"Well, I'm not one to leave bad reviews.  But...... these berries made me sick to my stomach.  I'm sorry to say that I will NOT be buying these berries again.... nor will I be buying ANY goji berries again.  After doing some research online I have found out that a LOT of people have had the same reaction.  If you're going to buy these berries, be careful.  I did see that one of the berries turned a bit gray as well....  I wasn't impressed.  :(",2011-04-27,-0.6597
2173677,2173801,US,50347326,R2LVVGRM08NC21,B001EO5LU0,7082814,Yummy Earth Organic Drops Pouches,Grocery,1.0,0.0,5.0,N,Y,rotten!,I am really disappointed - I order these candies regularly and for some reason this batch appeared to be old and rotten.... the flavors were off and even the colors of the candies were faded.  The strawberry was gray!   I threw most of them out.,2011-04-24,-0.5697
2174771,2174895,US,40242672,R3BKXYSLIKAIZT,B00472FDGS,306216685,"Terra Chips Blue Jalapeno Chili Crinkle Chips, 6-Ounce (Pack of 12)",Grocery,1.0,1.0,1.0,N,Y,Tastes like poison,Product quality is substandard. Each chip looks like scrap & rusty metal. The Monosodium Glutamate/MSG taste is overwhelming that no jalapeno can be tasted. This is the worst chip I have ever tasted.,2011-04-20,-0.5859
2175454,2175579,US,14448323,R1EUGI4EE91LKR,B002C50XA8,942711712,Deep River Snacks Kettle Chips,Grocery,1.0,4.0,8.0,N,N,Too many rotten chips!,"I love salt & vinegar kettle chips so I decided to try these after reading good reviews. When I received them, I noticed from the very first bag that over half of the chips were inedible due to rotten potatoes! I know how kettle chips should look, and I know what normal marks look like on chips. These were rotten. After waiting over a month for a response from the company, I finally found a phone number and called them, only to be told there was nothing they could do. The sad thing is, the chips that were edible were actually flavorful and tasty. Obviously they just don't care about consistent quality, so stay away from these chips!",2011-04-18,-0.461
2175606,2175731,US,27590881,RGSQG2SWQ7N1C,B000FFLHSY,985687682,Navitas Naturals Organic Goji Berries,Grocery,1.0,17.0,20.0,N,N,made me sick!,"I have purchased these a couple times from whole foods and decided to purchase on the internet due to lower price, however when I received them I took a handful and went to work, 20 minutes later I was struck with nausea and lower back pain..(kidney pain maybe?) I drank a lot of water and a couple hours later it went away. I didnt think it had anything to do with the berries then and a couple days later I was snacking on them and was struck with intense nausea and ill feeling all over, I was very close to vomiting for most of the day I felt AWFUL. These were without a doubt the culprit, I am very healthy and didnt change anything else in my diet at the time :( unfortunately I have a huge bag left to go to waste. After researching I found this brand to be inadequate in quality control and similar issues with their goji berries since they are grown in china and the quality control is sub par. It is very disappointing because this brand has an image that you think you can trust..ahhh it is a shame.",2011-04-17,-0.9762
2176083,2176208,US,25961421,R2790Z8LVYHN8R,B001PQTYN2,369606718,"Dave's Gourmet Sauce, 5 Ounce",Grocery,4.0,1.0,2.0,N,Y,This stuff is dangerous.,So I got this stuff Wednesday afternoon just in time for lunch. I used about a teardrop amount on my food and have to admit i was on the verge of sweating. Taste could be better but this stuff is hot! Be careful not to leave this stuff lying around the house though. My pops came home from work that same night and mistakened this for regular hot sauce. He doused his food with this stuff and got one bite before realizing something was wrong. He was in a lot of stomach pain (enough to bring him to the floor) and sweating as if he'd ran a marathon. Now there's a danger label on it that i personally made.,2011-04-15,-0.9487
2179524,2179651,US,39551204,R29Q61CHCA7NUO,B00014E3LM,127590911,Sugar-Free Jelly Belly - 2.8 oz Bag,Grocery,1.0,6.0,7.0,N,N,What kind of candy stores sell candy that makes you sick?,"Some friends mailed me a bag of diet jelly beans they had perched on a tour through the Jelly Belly plant in California.  It was a marshmallow size bag with a warning label about the size of a small return address sticker with more printing on it. I'm in good health and thought it was a \\""carbohydrate warning\\"" I didn't have my glasses with me.   I ate about 30 beans then my wife and went to a meeting after about an hour in I was sick. My wife also was sick even thou she had eaten less than I.",2011-04-03,-0.4588
2185241,2185368,US,26023760,RB50YV42P82KF,B001GCTTD0,643544264,Alvita Tea Bags,Grocery,4.0,0.0,1.0,N,Y,Kinda stinky.....wait no its not!,"So i take saw palmetto suppliments so i figured i'd \\""double up\\"" on the effectiveness by drinking saw palmetto tea....i don't know what i expected but it's kinda stinky and not the most pleasant tasting, either. i'm trying it again with a green tea bag in there too...still stinky.  If it helps out though...it can stink all day long and i will still drink it. i'm back on here almost 2 weeks later to say..it isn't bad at all...i put honey in it and i drink about 5 cups a day while i am at work.  it's just very \\""earthy\\"" smelling at first but it isn't bad.",2011-03-13,-0.273
2193410,2193539,US,26930941,R3D1DQAHS9OH2O,B000SARK0A,792561286,Davidson's Tea Bulk,Grocery,1.0,8.0,11.0,N,Y,"This tea made me sick, also it does not taste very good.","First I'll describe my first impressions. The tea came a in a well sealed package. Mine looked different than the photo, which is good. It was sealed with a ziplock and had a foil coating on the inside. It was also made out of brown paper on the outside like the photo, though.    However, it made me sick as someone below also reported. I'm not a doctor, but this tea made me sick to my stomach, and I also had shortness of breath. The first time I wasn't sure if it was the tea, and the second time I tried it I was positive. The more I drank, the worse it was.    I'm sure my experience was rare, but I purchased bulk tea from another supplier for cheaper, and I have had no problems at all. It helps me go to sleep too. Also, the other supplier includes the flower pedals in with the tea. Davidson's does not. There may be nothing wrong with their other teas; I only tried the chamomile. I'm not judging Davidson's, just this tea.    This is a decent deal, but out of like 16 reviews at least 2 people report being made sick. Additionally, compared to the other bulk chamomile I purchased, this tastes like weeds. Like the other person said, if you are sensitive to ragweed be warned.     Chamomile in general is known to cause these reactions in very rare cases (so I've read), so it may not at all be Davidson's fault. But I'm giving it a 1 star rating because I purchased bulk chamomile from another place and it was cheaper, and much better. I also had no problems.",2011-02-13,-0.7096
2198752,2198883,US,43376163,R24AXKQAM0X5RU,B004334M5Y,920719751,"Fisher Butter Toffee Peanuts, 44-Ounce Packages (Pack of 2)",Grocery,1.0,2.0,7.0,N,Y,DO NOT BUY!!! There are rotten peanutes inside the pack.,I bought two packs and it is the worst buy ever. I cannot imagine they have rotten peanuts inside the pack!!! Never ever in my life!!! Will try to contact Amazon for a return!!!,2011-01-25,-0.8346
2200961,2201092,US,51908179,R3NNW7T0775DDY,B000LL0R8I,572710338,Vita Coco Coconut Water,Grocery,2.0,1.0,2.0,N,Y,Smells a bit rotten,I have ordered a lot of Vita Coco in the past but something is not right with this last shipment.  The coconut water has a rotten smell to it.  The first one that I drank gave me a throat infection and I am still recovering for the ear infection that followed.  Not sure if I should bother returning this or contacting the FDA.  But this shipment is not right.,2011-01-18,-0.8748
2204743,2204876,US,14468145,R3C75RS2DCSUZW,B000VJX8QI,340864661,"Health Best Macadamia Nuts Raw, 5 Ounce Package",Grocery,1.0,8.0,9.0,N,Y,Not truly raw--made me ill,"I'm a raw food person and have used macadamias with no problems for years. This brand, however, is not truly raw. It made me sick eating them. They are hard or stale, and not slightly soft and buttery as macs are when truly raw. And they don't accept refunds, so I'm out the money.    If you are seeking truly raw macs, you should look elsewhere. I'm still feeling sick and I tried them yesterday.",2011-01-05,-0.9572
2214040,2214173,US,18733039,RUAL96N066RJ6,B000Z93FQC,595488792,Y.S. Eco Bee Farms Raw Honey - 22 oz,Grocery,1.0,29.0,65.0,N,Y,Made me sick.,"First, the smell & taste of this honey is wonderful. However, I ate some, & shortly thereafter got quite ill. I have had food poisoning once in the past, & this felt exactly the same. Yesterday I puked my guts out just prior to having a sharp pain in the pit of my stomach. Today, I am weak & hurt all over. I also find the misleading organic labeling to be very off-putting. While the word \\""organic\\"" has been used in the name of the company they are selling a non-organic product here. I find that to be unethical. Quality control issues here to be sure.couple of others said it's possible to have allergies to the raw honey..those are things to keep in mind for people who may be trying to eat raw honey for the first time.<br /><br />Also, read some of the other low star ratings regarding the misleading representation in the labeling of this product...if they are willing to stoop to misleading labels about the product how can u put blind faith trust in the quality of it? I learned my lesson here.",2010-11-26,-0.9741
2215389,2215522,US,41876770,R75EYWJT9X25G,B000LL0R8I,572710338,Vita Coco Coconut Water,Grocery,1.0,532.0,600.0,N,Y,Received rotten product and customer service,"I received this 12 pack in what looked like fine condition (they are 11.1 oz, not 11.2 oz, but no big deal). Vita Coco has changed their formula to include vitamin C, possibly to prevent the problem I had: a product that smelled and tasted like rotting fish. About half of the products contained clear liquid, and about half when you opened them contained a urine-colored product, with the white cardboard around the mouthpiece having fringed into a brownish color. Vita Coco assured me this was a normal color variation. I drank quite a few of them, and the tasted varied greatly. Some were almost as sweet as glucose syrup and I had to cut them with water. Some tasted what I would call normal. And then I came across one of the brown mouthpieced ones with urine-colored product which smelled and tasted like rotten fish. I called Vita Coco again and again was told that I should be happy that there is a color and taste variation because it indicates a natural product. I was then interrupted and asked if I had a point I was trying to make. I told the customer service agent at Vita Coco I was telling her the product tasted like rotting fish. And she responded by telling me that she liked fish. She asked me if I call a lot of companies to complain about products. I will give myself a lot of credit and say that I remained calm in spite of her continued nasty comments. She kept telling me I needed to contact Amazon to file my complaint, and I was aghast that a company that sells beverages couldn't care less that they were selling a rotten beverage. She said 99% of the time they're not. So she is trying to make me feel better by saying only 1 out of 100 of their products is rotten? She told me she had nothing more to say and had given me all my options (having given me the Amazon.com phone number). At this point, I was annoyed, and maybe this wasn't the best thing to say, but I asked if she would be contacting the FDA about this. She told me that the FDA doesn't handle natural products. She said what would they do--tell us to use different coconuts? I finally said, I just want to know that you will pass this message along, and will you contact me to update me. Normally I wouldn't care. Normally if she hadn't talked to me like she had, I would have been happy for a refund or anything, none of which was offered. I don't need to know what the company will do. But she kept sarcastically saying she was going to pass my message along, and I told her based on her attitude I didn't believe she was going to do anything. She asked for my e-mail and said if I don't hear from them in 6-8 weeks, that she *really* hopes I call back.    I have worked in customer service, and I have had to put up with abuse from customers, so I never treat representatives like that. And I was nothing but polite to this person who was abusive to me.    If a rotten product wasn't enough to turn me off, the rotten attitude at the company's New York office was. I don't trust this company, and they ruined their name in my eyes forever.",2010-11-19,-0.9843
